City,State short,State full,County,City alias
Mineville,NY,New York,ESSEX,Mineville
Mineville,NY,New York,ESSEX,Grover Hills
Moira,NY,New York,FRANKLIN,Moira
Moira,NY,New York,FRANKLIN,South Bombay
Mooers,NY,New York,CLINTON,Mooers
Mooers Forks,NY,New York,CLINTON,Mooers Forks
Moriah,NY,New York,ESSEX,Moriah Corners
Moriah,NY,New York,ESSEX,Moriah
Moriah Center,NY,New York,ESSEX,Moriah Center
Morrisonville,NY,New York,CLINTON,Morrisonville
Morrisonville,NY,New York,CLINTON,West Plattsburgh
New Russia,NY,New York,ESSEX,New Russia
Nicholville,NY,New York,SAINT LAWRENCE,Fort Jackson
Nicholville,NY,New York,SAINT LAWRENCE,Nicholville
Nicholville,NY,New York,SAINT LAWRENCE,Hopkinton
North Bangor,NY,New York,FRANKLIN,West Bangor
North Bangor,NY,New York,FRANKLIN,Bangor
North Bangor,NY,New York,FRANKLIN,North Bangor
North Lawrence,NY,New York,SAINT LAWRENCE,N Lawrence
North Lawrence,NY,New York,SAINT LAWRENCE,North Lawrence
Owls Head,NY,New York,FRANKLIN,Mountain View
Owls Head,NY,New York,FRANKLIN,Owls Head
Paul Smiths,NY,New York,FRANKLIN,Paul Smiths
Peru,NY,New York,CLINTON,Harkness
Peru,NY,New York,CLINTON,Peru
Piercefield,NY,New York,SAINT LAWRENCE,Piercefield
Port Henry,NY,New York,ESSEX,Port Henry
Port Kent,NY,New York,ESSEX,Port Kent
Rainbow Lake,NY,New York,FRANKLIN,Rainbow Lake
Ray Brook,NY,New York,ESSEX,Ray Brook
Redford,NY,New York,CLINTON,Redford
Rouses Point,NY,New York,CLINTON,Rouses Point
Saint Regis Falls,NY,New York,FRANKLIN,St Regis Fls
Saint Regis Falls,NY,New York,FRANKLIN,Santa Clara
Saint Regis Falls,NY,New York,FRANKLIN,Saint Regis Falls
Saranac,NY,New York,CLINTON,Saranac
Saranac Lake,NY,New York,FRANKLIN,Lake Colby
Saranac Lake,NY,New York,FRANKLIN,Harrietstown
Saranac Lake,NY,New York,FRANKLIN,Saranac Lake
Schuyler Falls,NY,New York,CLINTON,Swastika
Schuyler Falls,NY,New York,CLINTON,Peasleeville
Schuyler Falls,NY,New York,CLINTON,Schuyler Fls
Schuyler Falls,NY,New York,CLINTON,Schuyler Falls
Tupper Lake,NY,New York,FRANKLIN,Massawepie
Tupper Lake,NY,New York,FRANKLIN,Conifer
Tupper Lake,NY,New York,FRANKLIN,Tupper Lake
Upper Jay,NY,New York,ESSEX,Upper Jay
Vermontville,NY,New York,FRANKLIN,Vermontville
Vermontville,NY,New York,FRANKLIN,Onchiota
Vermontville,NY,New York,FRANKLIN,Loon Lake
West Chazy,NY,New York,CLINTON,West Chazy
West Chazy,NY,New York,CLINTON,Sciota
West Chazy,NY,New York,CLINTON,Ingraham
Westport,NY,New York,ESSEX,Wadhams
Westport,NY,New York,ESSEX,Westport
Whippleville,NY,New York,FRANKLIN,Whippleville
Willsboro,NY,New York,ESSEX,Willsboro Point
Willsboro,NY,New York,ESSEX,Willsboro
Willsboro,NY,New York,ESSEX,Reber
Wilmington,NY,New York,ESSEX,Whiteface Mountain
Wilmington,NY,New York,ESSEX,Whiteface Mtn
Wilmington,NY,New York,ESSEX,Wilmington
Witherbee,NY,New York,ESSEX,Witherbee
Apulia Station,NY,New York,ONONDAGA,Apulia Station
Apulia Station,NY,New York,ONONDAGA,Apulia Sta
Auburn,NY,New York,CAYUGA,Fosterville
Auburn,NY,New York,CAYUGA,Auburn
Auburn,NY,New York,CAYUGA,Throop
Auburn,NY,New York,CAYUGA,Aurelius
Auburn,NY,New York,CAYUGA,Fleming
Auburn,NY,New York,CAYUGA,Owasco
Auburn,NY,New York,CAYUGA,Auburn State Prison
Aurora,NY,New York,CAYUGA,Ledyard
Aurora,NY,New York,CAYUGA,Aurora
Baldwinsville,NY,New York,ONONDAGA,Lysander
Baldwinsville,NY,New York,ONONDAGA,Radison
Baldwinsville,NY,New York,ONONDAGA,Radisson
Baldwinsville,NY,New York,ONONDAGA,Belgium
Baldwinsville,NY,New York,ONONDAGA,Van Buren
Baldwinsville,NY,New York,ONONDAGA,Baldwinsville
Bernhards Bay,NY,New York,OSWEGO,Bernhards Bay
Brewerton,NY,New York,ONONDAGA,Brewerton
Bridgeport,NY,New York,ONONDAGA,Bridgeport
Camillus,NY,New York,ONONDAGA,Howlett Hill
Camillus,NY,New York,ONONDAGA,Camillus
Camillus,NY,New York,ONONDAGA,Split Rock
Canastota,NY,New York,MADISON,Whitelaw
Canastota,NY,New York,MADISON,Canastota
Canastota,NY,New York,MADISON,Perryville
Canastota,NY,New York,MADISON,South Bay
Cato,NY,New York,CAYUGA,Cato
Cayuga,NY,New York,CAYUGA,Cayuga
Cazenovia,NY,New York,MADISON,Caz
Cazenovia,NY,New York,MADISON,Fenner
Cazenovia,NY,New York,MADISON,Cazenovia
Cazenovia,NY,New York,MADISON,Nelson
Central Square,NY,New York,OSWEGO,Central Square
Central Square,NY,New York,OSWEGO,Central Sq
Chittenango,NY,New York,MADISON,Chtg
Chittenango,NY,New York,MADISON,Lakeport
Chittenango,NY,New York,MADISON,Sullivan
Chittenango,NY,New York,MADISON,North Chittenango
Chittenango,NY,New York,MADISON,Chittenango
Chittenango,NY,New York,MADISON,Chitt
Cicero,NY,New York,ONONDAGA,Cicero
Cicero,NY,New York,ONONDAGA,Clay
Cincinnatus,NY,New York,CORTLAND,E Freetwn
Cincinnatus,NY,New York,CORTLAND,Cincinnatus
Cincinnatus,NY,New York,CORTLAND,E Freetown
Cincinnatus,NY,New York,CORTLAND,East Freetown
Cincinnatus,NY,New York,CORTLAND,Taylor
Clay,NY,New York,ONONDAGA,Clay
Cleveland,NY,New York,OSWEGO,Cleveland
Clockville,NY,New York,MADISON,Clockville
Clockville,NY,New York,MADISON,Lincoln
Constantia,NY,New York,OSWEGO,Constantia
Constantia,NY,New York,OSWEGO,Gayville
Cortland,NY,New York,CORTLAND,Munsons Corners
Cortland,NY,New York,CORTLAND,Cortland
Cortland,NY,New York,CORTLAND,Virgil
Cortland,NY,New York,CORTLAND,Cortlandville
Delphi Falls,NY,New York,ONONDAGA,Delphi Falls
De Ruyter,NY,New York,MADISON,Deruyter
De Ruyter,NY,New York,MADISON,Lincklaen
De Ruyter,NY,New York,MADISON,De Ruyter
Dryden,NY,New York,TOMPKINS,Dryden
Durhamville,NY,New York,ONEIDA,Higginsville
Durhamville,NY,New York,ONEIDA,Durhamville
Durhamville,NY,New York,ONEIDA,Stacy Basin
East Homer,NY,New York,CORTLAND,East Homer
East Syracuse,NY,New York,ONONDAGA,E Syracuse
East Syracuse,NY,New York,ONONDAGA,East Syracuse
Elbridge,NY,New York,ONONDAGA,Elbridge
Elbridge,NY,New York,ONONDAGA,Hart Lot
Erieville,NY,New York,MADISON,Erieville
Etna,NY,New York,TOMPKINS,Etna
Fabius,NY,New York,ONONDAGA,Fabius
Fair Haven,NY,New York,CAYUGA,Fair Haven
Fayette,NY,New York,SENECA,Fayette
Fayetteville,NY,New York,ONONDAGA,Fayetteville
Freeville,NY,New York,TOMPKINS,Freeville
Fulton,NY,New York,OSWEGO,Bowens Corners
Fulton,NY,New York,OSWEGO,Palermo
Fulton,NY,New York,OSWEGO,Volney
Fulton,NY,New York,OSWEGO,Fulton
Fulton,NY,New York,OSWEGO,Granby
Fulton,NY,New York,OSWEGO,Granby Center
Genoa,NY,New York,CAYUGA,Genoa
Georgetown,NY,New York,MADISON,Georgetown
Georgetown,NY,New York,MADISON,Geotown
Georgetown,NY,New York,MADISON,Otselic
Groton,NY,New York,TOMPKINS,Groton City
Groton,NY,New York,TOMPKINS,Groton
Groton,NY,New York,TOMPKINS,W Groton
Groton,NY,New York,TOMPKINS,West Groton
Hannibal,NY,New York,OSWEGO,Hannibal Center
Hannibal,NY,New York,OSWEGO,Fairdale
Hannibal,NY,New York,OSWEGO,South Hannibal
Hannibal,NY,New York,OSWEGO,Hannibal
Hastings,NY,New York,OSWEGO,Hastings
Homer,NY,New York,CORTLAND,Scott
Homer,NY,New York,CORTLAND,Homer
Jamesville,NY,New York,ONONDAGA,Jamesville
Jamesville,NY,New York,ONONDAGA,Sentinel Heights
Jordan,NY,New York,ONONDAGA,Cross Lake
Jordan,NY,New York,ONONDAGA,Jordan
King Ferry,NY,New York,CAYUGA,King Ferry
King Ferry,NY,New York,CAYUGA,Kings Ferry
King Ferry,NY,New York,CAYUGA,Atwater
King Ferry,NY,New York,CAYUGA,Goodyears Corners
Kirkville,NY,New York,ONONDAGA,Kirkville
Lacona,NY,New York,OSWEGO,Lacona
Lacona,NY,New York,OSWEGO,Smartville
Lacona,NY,New York,OSWEGO,Boylston
La Fayette,NY,New York,ONONDAGA,Berwyn
La Fayette,NY,New York,ONONDAGA,La Fayette
La Fayette,NY,New York,ONONDAGA,Lafayette
La Fayette,NY,New York,ONONDAGA,Cardiff
Little York,NY,New York,CORTLAND,Little York
Liverpool,NY,New York,ONONDAGA,Liverpool
Liverpool,NY,New York,ONONDAGA,Lvpl
Liverpool,NY,New York,ONONDAGA,Lvrpool
Liverpool,NY,New York,ONONDAGA,Galeville
Liverpool,NY,New York,ONONDAGA,Salina
Liverpool,NY,New York,ONONDAGA,Jewell Manor
Liverpool,NY,New York,ONONDAGA,Lpool
Liverpool,NY,New York,ONONDAGA,Bayberry
Liverpool,NY,New York,ONONDAGA,Dominion Park
Locke,NY,New York,CAYUGA,East Genoa
Locke,NY,New York,CAYUGA,Locke
Locke,NY,New York,CAYUGA,Summerhill
Lycoming,NY,New York,OSWEGO,Lycoming
Mc Graw,NY,New York,CORTLAND,Mcgraw
Mc Graw,NY,New York,CORTLAND,Mc Graw
Mc Lean,NY,New York,TOMPKINS,Mc Lean
Mc Lean,NY,New York,TOMPKINS,Mclean
Mallory,NY,New York,OSWEGO,Mallory
Manlius,NY,New York,ONONDAGA,Manlius
Maple View,NY,New York,OSWEGO,Maple View
Marcellus,NY,New York,ONONDAGA,Navarino
Marcellus,NY,New York,ONONDAGA,Martisco
Marcellus,NY,New York,ONONDAGA,Marcellus
Marcellus,NY,New York,ONONDAGA,Marcellus Falls
Marietta,NY,New York,ONONDAGA,Amber
Marietta,NY,New York,ONONDAGA,Otisco Valley
Marietta,NY,New York,ONONDAGA,Marietta
Martville,NY,New York,CAYUGA,Martville
Memphis,NY,New York,ONONDAGA,Memphis
Meridian,NY,New York,CAYUGA,Meridian
Mexico,NY,New York,OSWEGO,Mexico
Minetto,NY,New York,OSWEGO,Minetto
Minoa,NY,New York,ONONDAGA,Minoa
Montezuma,NY,New York,CAYUGA,Montezuma
Moravia,NY,New York,CAYUGA,Sempronius
Moravia,NY,New York,CAYUGA,Montville
Moravia,NY,New York,CAYUGA,Moravia
Mottville,NY,New York,ONONDAGA,Mottville
Nedrow,NY,New York,ONONDAGA,South Onondaga
Nedrow,NY,New York,ONONDAGA,Indian Village
Nedrow,NY,New York,ONONDAGA,Nedrow
Nedrow,NY,New York,ONONDAGA,Onondaga Nation
Nedrow,NY,New York,ONONDAGA,Rockwell Springs
Nedrow,NY,New York,ONONDAGA,S Onon
New Haven,NY,New York,OSWEGO,New Haven
New Woodstock,NY,New York,MADISON,New Wdstock
New Woodstock,NY,New York,MADISON,Sheds
New Woodstock,NY,New York,MADISON,New Woodstock
North Bay,NY,New York,ONEIDA,North Bay
North Pitcher,NY,New York,CHENANGO,North Pitcher
Oswego,NY,New York,OSWEGO,Seneca Hill
Oswego,NY,New York,OSWEGO,Bundyville
Oswego,NY,New York,OSWEGO,Furniss
Oswego,NY,New York,OSWEGO,Furniss Sta
Oswego,NY,New York,OSWEGO,North Hannibal
Oswego,NY,New York,OSWEGO,Oswego Center
Oswego,NY,New York,OSWEGO,Scriba
Oswego,NY,New York,OSWEGO,Demster
Oswego,NY,New York,OSWEGO,Scriba Center
Oswego,NY,New York,OSWEGO,Oswego
Oswego,NY,New York,OSWEGO,Fruit Valley
Oswego,NY,New York,OSWEGO,Southwest Oswego
Parish,NY,New York,OSWEGO,Colosse
Parish,NY,New York,OSWEGO,Parish
Pennellville,NY,New York,OSWEGO,Pennellville
Peterboro,NY,New York,MADISON,Smithfield
Peterboro,NY,New York,MADISON,Peterboro
Phoenix,NY,New York,OSWEGO,Hinmansville
Phoenix,NY,New York,OSWEGO,Schroeppel
Phoenix,NY,New York,OSWEGO,Phoenix
Pitcher,NY,New York,CHENANGO,Pitcher
Plainville,NY,New York,ONONDAGA,Plainville
Pompey,NY,New York,ONONDAGA,Pompey
Poplar Ridge,NY,New York,CAYUGA,Poplar Ridge
Port Byron,NY,New York,CAYUGA,Conquest
Port Byron,NY,New York,CAYUGA,Port Byron
Preble,NY,New York,CORTLAND,Preble
Pulaski,NY,New York,OSWEGO,Port Ontario
Pulaski,NY,New York,OSWEGO,Fernwood
Pulaski,NY,New York,OSWEGO,Pulaski
Red Creek,NY,New York,WAYNE,Red Creek
Richland,NY,New York,OSWEGO,Richland
Sandy Creek,NY,New York,OSWEGO,Sandy Creek
Savannah,NY,New York,WAYNE,Savannah
Scipio Center,NY,New York,CAYUGA,Scipio Center
Scipio Center,NY,New York,CAYUGA,Scipioville
Scipio Center,NY,New York,CAYUGA,Scipio
Scipio Center,NY,New York,CAYUGA,Venice
Scipio Center,NY,New York,CAYUGA,Venice Center
Scipio Center,NY,New York,CAYUGA,Merrifield
Seneca Falls,NY,New York,SENECA,Tyre
Seneca Falls,NY,New York,SENECA,Seneca Falls
Seneca Falls,NY,New York,SENECA,Canoga
Skaneateles,NY,New York,ONONDAGA,Niles
Skaneateles,NY,New York,ONONDAGA,Skaneateles
Skaneateles,NY,New York,ONONDAGA,Mandana
Skaneateles,NY,New York,ONONDAGA,Skan
Skaneateles Falls,NY,New York,ONONDAGA,Skaneateles Falls
Skaneateles Falls,NY,New York,ONONDAGA,Skan Falls
Skaneateles Falls,NY,New York,ONONDAGA,Skan Fa
South Butler,NY,New York,WAYNE,South Butler
South Otselic,NY,New York,CHENANGO,South Otselic
Sterling,NY,New York,CAYUGA,Sterling
Sylvan Beach,NY,New York,ONEIDA,Sylvan Beach
Truxton,NY,New York,CORTLAND,East Homer
Truxton,NY,New York,CORTLAND,Cuyler
Truxton,NY,New York,CORTLAND,Truxton
Tully,NY,New York,ONONDAGA,Vesper
Tully,NY,New York,ONONDAGA,Otisco
Tully,NY,New York,ONONDAGA,Tully
Union Springs,NY,New York,CAYUGA,Allens Point
Union Springs,NY,New York,CAYUGA,Farleys Point
Union Springs,NY,New York,CAYUGA,Springport
Union Springs,NY,New York,CAYUGA,Union Springs
Verona Beach,NY,New York,ONEIDA,Verona Beach
Wampsville,NY,New York,MADISON,Wampsville
Warners,NY,New York,ONONDAGA,Warners
Waterloo,NY,New York,SENECA,Junius
Waterloo,NY,New York,SENECA,Waterloo
Weedsport,NY,New York,CAYUGA,Brutus
Weedsport,NY,New York,CAYUGA,Weedsport
West Monroe,NY,New York,OSWEGO,West Monroe
Syracuse,NY,New York,ONONDAGA,Syracuse
Syracuse,NY,New York,ONONDAGA,Syr
Syracuse,NY,New York,ONONDAGA,Colvin Elmwood
Syracuse,NY,New York,ONONDAGA,Colvin
Syracuse,NY,New York,ONONDAGA,Eastwood
Syracuse,NY,New York,ONONDAGA,Elmwood
Syracuse,NY,New York,ONONDAGA,Lyncourt
Syracuse,NY,New York,ONONDAGA,Solvay
Syracuse,NY,New York,ONONDAGA,Geddes
Syracuse,NY,New York,ONONDAGA,Mattydale
Syracuse,NY,New York,ONONDAGA,Mdale
Syracuse,NY,New York,ONONDAGA,North Syracuse
Syracuse,NY,New York,ONONDAGA,N Syracuse
Syracuse,NY,New York,ONONDAGA,De Witt
Syracuse,NY,New York,ONONDAGA,Dewitt
Syracuse,NY,New York,ONONDAGA,Onon Hill
Syracuse,NY,New York,ONONDAGA,Westvale
Syracuse,NY,New York,ONONDAGA,Taunton
Syracuse,NY,New York,ONONDAGA,Syracuse Amf
Syracuse,NY,New York,ONONDAGA,University
Syracuse,NY,New York,ONONDAGA,Syracuse University
Syracuse,NY,New York,ONONDAGA,Caller Firms Brm
Syracuse,NY,New York,ONONDAGA,Firms
Syracuse,NY,New York,ONONDAGA,National Grid
Syracuse,NY,New York,ONONDAGA,Carousel Center
Alder Creek,NY,New York,ONEIDA,Alder Creek
Altmar,NY,New York,OSWEGO,Altmar
Altmar,NY,New York,OSWEGO,South Albion
Altmar,NY,New York,OSWEGO,Howardville
Altmar,NY,New York,OSWEGO,Kasoag
Altmar,NY,New York,OSWEGO,Pine Meadows
Altmar,NY,New York,OSWEGO,Ricard
Ava,NY,New York,ONEIDA,Ava
Ava,NY,New York,ONEIDA,West Branch
Barneveld,NY,New York,ONEIDA,Barneveld
Barneveld,NY,New York,ONEIDA,South Trenton
Beaver Falls,NY,New York,LEWIS,Beaver Falls
Beaver Falls,NY,New York,LEWIS,Beaver Fls
Blossvale,NY,New York,ONEIDA,Blossvale
Blossvale,NY,New York,ONEIDA,Vienna
Boonville,NY,New York,ONEIDA,Mohawk Hill
Boonville,NY,New York,ONEIDA,Boonville
Boonville,NY,New York,ONEIDA,Hawkinsville
Boonville,NY,New York,ONEIDA,Talcottville
Bouckville,NY,New York,MADISON,Bouckville
Bouckville,NY,New York,MADISON,Pine Woods
Brantingham,NY,New York,LEWIS,Brantingham
Brantingham,NY,New York,LEWIS,Glenfield
Bridgewater,NY,New York,ONEIDA,Bridgewater
Brookfield,NY,New York,MADISON,Brookfield
Burlington Flats,NY,New York,OTSEGO,Burlington
Burlington Flats,NY,New York,OTSEGO,Exeter
Burlington Flats,NY,New York,OTSEGO,Burlington Flats
Burlington Flats,NY,New York,OTSEGO,Burlngtn Flt
Camden,NY,New York,ONEIDA,Osceola
Camden,NY,New York,ONEIDA,Camden
Camden,NY,New York,ONEIDA,Hillsboro
Camden,NY,New York,ONEIDA,Florence
Camden,NY,New York,ONEIDA,Empeyville
Canajoharie,NY,New York,MONTGOMERY,Canajoharie
Canajoharie,NY,New York,MONTGOMERY,Marshville
Canajoharie,NY,New York,MONTGOMERY,Van Deusenville
Canajoharie,NY,New York,MONTGOMERY,Ames
Canajoharie,NY,New York,MONTGOMERY,Sprout Brook
Canajoharie,NY,New York,MONTGOMERY,Buel
Canajoharie,NY,New York,MONTGOMERY,Browns Hollow
Canajoharie,NY,New York,MONTGOMERY,Flat Creek
Canajoharie,NY,New York,MONTGOMERY,Mapletown
Cassville,NY,New York,ONEIDA,Cassville
Cassville,NY,New York,ONEIDA,North Bridgewater
Chadwicks,NY,New York,ONEIDA,Willowvale
Chadwicks,NY,New York,ONEIDA,Chadwicks
Cherry Valley,NY,New York,OTSEGO,Cherry Valley
Clark Mills,NY,New York,ONEIDA,Clark Mills
Clayville,NY,New York,ONEIDA,Clayville
Clinton,NY,New York,ONEIDA,Kirkland
Clinton,NY,New York,ONEIDA,Lairdsville
Clinton,NY,New York,ONEIDA,Clinton
Cold Brook,NY,New York,HERKIMER,Morehouseville
Cold Brook,NY,New York,HERKIMER,Morehouse
Cold Brook,NY,New York,HERKIMER,Grant
Cold Brook,NY,New York,HERKIMER,Gray
Cold Brook,NY,New York,HERKIMER,Cold Brook
Cold Brook,NY,New York,HERKIMER,Ohio
Cold Brook,NY,New York,HERKIMER,Noblesboro
Constableville,NY,New York,LEWIS,Constableville
Constableville,NY,New York,LEWIS,Constablevle
Constableville,NY,New York,LEWIS,Fish Creek
Constableville,NY,New York,LEWIS,West Turin
Cooperstown,NY,New York,OTSEGO,Hrtwk Seminry
Cooperstown,NY,New York,OTSEGO,Cooperstown
Cooperstown,NY,New York,OTSEGO,Hartwick Seminary
Croghan,NY,New York,LEWIS,Belfort
Croghan,NY,New York,LEWIS,Kirschnerville
Croghan,NY,New York,LEWIS,Indian River
Croghan,NY,New York,LEWIS,Croghan
Deansboro,NY,New York,ONEIDA,Deansboro
Dolgeville,NY,New York,HERKIMER,Oppenheim
Dolgeville,NY,New York,HERKIMER,Dolgeville
Dolgeville,NY,New York,HERKIMER,Manheim
Eagle Bay,NY,New York,HERKIMER,Big Moose
Eagle Bay,NY,New York,HERKIMER,Eagle Bay
Earlville,NY,New York,CHENANGO,Lebanon Center
Earlville,NY,New York,CHENANGO,Earlville
Earlville,NY,New York,CHENANGO,Lebanon
Earlville,NY,New York,CHENANGO,South Lebanon
Earlville,NY,New York,CHENANGO,Poolville
Earlville,NY,New York,CHENANGO,South Hamilton
East Springfield,NY,New York,OTSEGO,East Springfield
East Springfield,NY,New York,OTSEGO,E Springfield
Eaton,NY,New York,MADISON,Pierceville
Eaton,NY,New York,MADISON,Eaton
Eaton,NY,New York,MADISON,Georgtown Station
Edmeston,NY,New York,OTSEGO,Edmeston
Fly Creek,NY,New York,OTSEGO,Cattown
Fly Creek,NY,New York,OTSEGO,Oaksville
Fly Creek,NY,New York,OTSEGO,Otsego
Fly Creek,NY,New York,OTSEGO,Fly Creek
Forestport,NY,New York,ONEIDA,Forestport
Forestport,NY,New York,ONEIDA,Atwell
Forestport,NY,New York,ONEIDA,Kayuta Lake
Forestport,NY,New York,ONEIDA,Mckeever
Forestport,NY,New York,ONEIDA,Forestport Station
Forestport,NY,New York,ONEIDA,Honnedaga Lake
Forestport,NY,New York,ONEIDA,Otter Lake
Fort Plain,NY,New York,MONTGOMERY,Hallsville
Fort Plain,NY,New York,MONTGOMERY,Fort Plain
Fort Plain,NY,New York,MONTGOMERY,Ft Plain
Fort Plain,NY,New York,MONTGOMERY,Starkville
Fort Plain,NY,New York,MONTGOMERY,Stone Arabia
Fort Plain,NY,New York,MONTGOMERY,Ephratah
Fort Plain,NY,New York,MONTGOMERY,Hessville
Fort Plain,NY,New York,MONTGOMERY,Mindenville
Fort Plain,NY,New York,MONTGOMERY,Sand Hill
Fort Plain,NY,New York,MONTGOMERY,Minden
Frankfort,NY,New York,HERKIMER,North Ilion
Frankfort,NY,New York,HERKIMER,Frankfort
Frankfort,NY,New York,HERKIMER,Schuyler
Frankfort,NY,New York,HERKIMER,Frankfort Center
Franklin Springs,NY,New York,ONEIDA,Franklin Spgs
Franklin Springs,NY,New York,ONEIDA,Franklin Springs
Garrattsville,NY,New York,OTSEGO,Garrattsville
Glenfield,NY,New York,LEWIS,Otter Creek
Glenfield,NY,New York,LEWIS,Chase Lake
Glenfield,NY,New York,LEWIS,Pine Grove
Glenfield,NY,New York,LEWIS,Glenfield
Greig,NY,New York,LEWIS,Greig
Hamilton,NY,New York,MADISON,Hamilton
Hamilton,NY,New York,MADISON,Randallsville
Hamilton,NY,New York,MADISON,Colgate
Hartwick,NY,New York,OTSEGO,Patent
Hartwick,NY,New York,OTSEGO,Hartwick
Hartwick,NY,New York,OTSEGO,Snowden
Herkimer,NY,New York,HERKIMER,Herkimer
Herkimer,NY,New York,HERKIMER,East Herkimer
Hinckley,NY,New York,ONEIDA,Hinckley
Hoffmeister,NY,New York,HAMILTON,Hoffmeister
Holland Patent,NY,New York,ONEIDA,Holland Patnt
Holland Patent,NY,New York,ONEIDA,Steuben
Holland Patent,NY,New York,ONEIDA,East Floyd
Holland Patent,NY,New York,ONEIDA,Holland Patent
Holland Patent,NY,New York,ONEIDA,Steuben Valley
Hubbardsville,NY,New York,MADISON,Hubbardsville
Ilion,NY,New York,HERKIMER,North Columbia
Ilion,NY,New York,HERKIMER,Spinnerville
Ilion,NY,New York,HERKIMER,Columbia
Ilion,NY,New York,HERKIMER,Columbia Center
Ilion,NY,New York,HERKIMER,Cedarville
Ilion,NY,New York,HERKIMER,Ilion
Ilion,NY,New York,HERKIMER,South Ilion
Inlet,NY,New York,HAMILTON,Inlet
Jordanville,NY,New York,HERKIMER,Jordanville
Knoxboro,NY,New York,ONEIDA,Knoxboro
Lee Center,NY,New York,ONEIDA,Lee Center
Lee Center,NY,New York,ONEIDA,West Lee
Lee Center,NY,New York,ONEIDA,Stokes
Leonardsville,NY,New York,MADISON,Leonardsville
Little Falls,NY,New York,HERKIMER,Salisbury
Little Falls,NY,New York,HERKIMER,Little Falls
Lowville,NY,New York,LEWIS,Watson
Lowville,NY,New York,LEWIS,Dadville
Lowville,NY,New York,LEWIS,Lowville
Lowville,NY,New York,LEWIS,Montague
Lowville,NY,New York,LEWIS,Harrisburg
Lowville,NY,New York,LEWIS,West Lowville
Lowville,NY,New York,LEWIS,New Breman
Lowville,NY,New York,LEWIS,Beaver River
Lyons Falls,NY,New York,LEWIS,Lyons Falls
Lyons Falls,NY,New York,LEWIS,Lyonsdale
Lyons Falls,NY,New York,LEWIS,Goulds Mill
Mc Connellsville,NY,New York,ONEIDA,Mc Connellsville
Mc Connellsville,NY,New York,ONEIDA,Mc Conelsvile
Madison,NY,New York,MADISON,Madison
Marcy,NY,New York,ONEIDA,Marcy
Martinsburg,NY,New York,LEWIS,Martinsburg
Middleville,NY,New York,HERKIMER,Fairfield
Middleville,NY,New York,HERKIMER,Middleville
Mohawk,NY,New York,HERKIMER,Paines Hollow
Mohawk,NY,New York,HERKIMER,Fort Herkimer
Mohawk,NY,New York,HERKIMER,Mohawk
Mohawk,NY,New York,HERKIMER,German Flatts
Mohawk,NY,New York,HERKIMER,Dennison Corners
Morrisville,NY,New York,MADISON,Morrisville Station
Morrisville,NY,New York,MADISON,Morrisville
Munnsville,NY,New York,MADISON,Stockbridge
Munnsville,NY,New York,MADISON,Valley Mills
Munnsville,NY,New York,MADISON,Pratts Hollow
Munnsville,NY,New York,MADISON,Munnsville
Nelliston,NY,New York,MONTGOMERY,Nelliston
New Berlin,NY,New York,CHENANGO,Columbus
New Berlin,NY,New York,CHENANGO,Hoboken
New Berlin,NY,New York,CHENANGO,South Edmeston
New Berlin,NY,New York,CHENANGO,New Berlin
New Berlin,NY,New York,CHENANGO,S Edmeston
New Berlin,NY,New York,CHENANGO,Pittsfield
New Hartford,NY,New York,ONEIDA,New Hartfd
New Hartford,NY,New York,ONEIDA,New Hartford
New Lisbon,NY,New York,OTSEGO,New Lisbon
New Lisbon,NY,New York,OTSEGO,Stetsonville
Newport,NY,New York,HERKIMER,Newport
New York Mills,NY,New York,ONEIDA,New York Mills
New York Mills,NY,New York,ONEIDA,New York Mls
New York Mills,NY,New York,ONEIDA,Ny Mills
North Brookfield,NY,New York,MADISON,N Brookfield
North Brookfield,NY,New York,MADISON,North Brookfield
Old Forge,NY,New York,HERKIMER,Old Forge
Oneida,NY,New York,MADISON,Oneida
Oneida,NY,New York,MADISON,Scribner Corners
Oneida,NY,New York,MADISON,Oneida Castle
Oneida,NY,New York,MADISON,Merrillsville
Oneida,NY,New York,MADISON,Kenwood
Oriskany,NY,New York,ONEIDA,Oriskany
Oriskany Falls,NY,New York,ONEIDA,Oriskany Falls
Oriskany Falls,NY,New York,ONEIDA,Oriskany Fls
Oriskany Falls,NY,New York,ONEIDA,Augusta
Orwell,NY,New York,OSWEGO,Orwell
Palatine Bridge,NY,New York,MONTGOMERY,Palatine Bridge
Palatine Bridge,NY,New York,MONTGOMERY,Palatine Brg
Poland,NY,New York,HERKIMER,Gravesville
Poland,NY,New York,HERKIMER,Russia
Poland,NY,New York,HERKIMER,Poland
Port Leyden,NY,New York,LEWIS,Collinsville
Port Leyden,NY,New York,LEWIS,Leyden
Port Leyden,NY,New York,LEWIS,Fowlersville
Port Leyden,NY,New York,LEWIS,Port Leyden
Port Leyden,NY,New York,LEWIS,Moose River
Prospect,NY,New York,ONEIDA,Prospect
Raquette Lake,NY,New York,HAMILTON,Brightside
Raquette Lake,NY,New York,HAMILTON,Raquette Lake
Redfield,NY,New York,OSWEGO,Redfield
Remsen,NY,New York,ONEIDA,North Wilmurt
Remsen,NY,New York,ONEIDA,Remsen
Richfield Springs,NY,New York,OTSEGO,Richfield
Richfield Springs,NY,New York,OTSEGO,Warren
